version:v1.0
[memberObjectIdOrUpn]
f47b2dfd-1362-41d5-a340-2abdab28f268
4c29bce6-61d3-44bd-b6cb-5f2651e67cd3
b532c663-abf2-4eb2-9897-5f45d94daf86
e59133b7-69e2-4df6-a2dc-49e987c2b0f5
18b69b70-ae20-4724-b73c-946a14b5a588
98c82174-9503-4d7f-9b02-fe1f81158b29
